Title,Price,Location,Price_cleaned,Rooms,Area,Area_from_title,District
ЖК Akay City 2/19/25 (100м2) Новостройка Дархан Срочно,180 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:13",180000.0,,100.0,100.0,Mirzo-Ulug‘bek
Квартира 4 роддом 5/1/9 120 кв.м,180 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:12",180000.0,,120.0,120.0,Mirobod
Квартира ЖК Akay City 3/16/25 100 кв.м,210 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:12",210000.0,,100.0,100.0,Mirzo-Ulug‘bek
Квартира Ц-2 2/4/9 58 кв.м,98 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:12",98000.0,,58.0,58.0,Mirzo-Ulug‘bek
Квартира ЖК Solaris 6/9/10 160 кв.м,200 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:12",200000.0,,160.0,160.0,Yakkasaroy
"Квартира ГУВД, ресторан Эфенди 3/8/9 72 кв.м",108 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:12",108000.0,,72.0,72.0,Mirobod
"Продаётся!!!   ЖК “Нест Оне”.  2/36/51.    54,44кв  VIP Class",178 000 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:12",178000.0,,54.44,54.44,Shayxontohur
СВОЯ!!! Срочно продам 2/4/9 60 кв.м. Ашхабад парк.,73 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - 04/02/2026",73000.0,,60.0,60.0,Yashnobod
Квартира Ц-1 4/7/9 80 кв.м,135 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:12",135000.0,,80.0,80.0,Mirzo-Ulug‘bek
Квартира Госпитальный 4/7/12 95 кв.м,155 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:12",155000.0,,95.0,95.0,Mirobod
Квартира Японское посольство 3/9/9 70 кв.м,116 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:12",116000.0,,70.0,70.0,Mirobod
Квартира метро Дружба Народов  Ул. Фуркат 2/7/9 77 кв.м,100 000 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:12",100000.0,,77.0,77.0,Shayxontohur
Квартира Ж/К Oq Saroy 2/7/7 75 кв.м,132 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:12",132000.0,,75.0,75.0,Mirzo-Ulug‘bek
3/3/8 ЖК «Oq Saroy» 93м2,190 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:12",190000.0,,93.0,93.0,Mirzo-Ulug‘bek
Квартира ЖК  Solaris 3/3/9 100 кв.м,159 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:12",159000.0,,100.0,100.0,Yakkasaroy
Квартира кафе Bon  Ул. Фидокор 4/4/4 70 кв.м,134 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:12",134000.0,,70.0,70.0,Mirobod
Квартира Ж/К Yakkasaray City Mall 3/4/10 90 кв.м,160 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:11",160000.0,,90.0,90.0,Yakkasaroy
"Квартира ЗАГС, Электроаапарат 2/5/9 75 кв.м",95 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:11",95000.0,,75.0,75.0,Mirobod
"Квартира Ж/К NRG Qorasuv 4/5/9 121,66 кв.м",200 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:11",200000.0,,121.66,121.66,Mirzo-Ulug‘bek
Квартира  метро Ойбек  Gabus 4/4/8 175 кв.м,455 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:11",455000.0,,175.0,175.0,Mirobod
Квартира ЖК Green Island 3/2/14 84 кв.м,210 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:11",210000.0,,84.0,84.0,Mirobod
Квартира ЖК O’z Mahal  2/5/12 67 кв.м,115 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:11",115000.0,,67.0,67.0,Mirzo-Ulug‘bek
Квартира ЖК Kiparis 3/8/9 95 кв.м,200 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:11",200000.0,,95.0,95.0,Yunusobod
Квартира ЖК Akkurgan Residence 4/2/6 126 м2,340 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:11",340000.0,,126.0,126.0,Mirzo-Ulug‘bek
"1/4/5 Массив Феруза 40м2
Ориентир Эко базар 
Кирпич 
Балкон 2х6
Цена:",50 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:11",50000.0,,40.0,40.0,Mirzo-Ulug‘bek
Квартира Паркентский 3/4/9 107 кв.м,135 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:11",135000.0,,107.0,107.0,Mirzo-Ulug‘bek
Квартира ЖК Vita Stroy 4/6/9 110 кв.м,175 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:11",175000.0,,110.0,110.0,Mirzo-Ulug‘bek
Квартира ЖК NRG Hayot 2/4/6 53 кв.м,128 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:11",128000.0,,53.0,53.0,Yunusobod
Квартира ЖК Xon Saroy 3/9/16 84 кв.м,125 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:11",125000.0,,84.0,84.0,Yunusobod
Квартира Ж/К Nur 3/15/16 90 кв.м,210 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:11",210000.0,,90.0,90.0,Yunusobod
"ЦУМ Ц-7, Brasserie 3/3/9 (75м2) Евроремонт Срочно",142 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:11",142000.0,,75.0,75.0,Mirobod
Квартира ЖК Akay City 3/9/25 100 кв.м,240 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:11",240000.0,,100.0,100.0,Mirzo-Ulug‘bek
Квартира Ж/К Аэропорт Хаус 3/2/9 113 кв.м,145 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:11",145000.0,,113.0,113.0,Yakkasaroy
Квартира Ж/К Poytaxt gavhari 2/10/10 40 кв.м,92 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:10",92000.0,,40.0,40.0,Yunusobod
"3/3/4 Массив Феруза 67м2
Ориентир Глория 
Балкон 1.5х6
Цена: 68.000

9",68 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:10",68000.0,,67.0,67.0,Mirzo-Ulug‘bek
2 квартира ЖК NRG Yangi Baxt 1/5/12 40 м2,55 000 у.е.,"Toshkent, Yashnobod tumani - Bugunda 06:10",55000.0,,2.0,2.0,Yashnobod
Юнусабад 16 квартал 3/3/5 (72²) продаётся квартира ипотека,73 500 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:09",73500.0,,16.0,16.0,Yunusobod
Квартира Ж/К Kazakhstan 2/5/10 100 кв.м,235 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:09",235000.0,,100.0,100.0,Yunusobod
"Квартира Ж/К Imperial Club 2/5/14 49,80 кв.м",135 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:09",135000.0,,49.8,49.8,Yunusobod
"2/1/5 Буз-2, кирпичный дом 
кирпичный дом, 
36 кв., 
возможна ипотека,",51 500 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:09",51500.0,,36.0,36.0,Mirzo-Ulug‘bek
"Продается 4 комнатная квартира Сергели 8, 100 м2. 4/4/9",103 950 у.е.,"Toshkent, Yakkasaroy tumani - 05/02/2026",103950.0,,100.0,100.0,Yakkasaroy
Чиланзар 6 квартал 3х комнатная Балкон 2*6,90 100 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:08",90100.0,,6.0,6.0,Chilonzor
‘3/2/4 Корзинка‼️Чил-8кв Евро Мебель+техника,85 990 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:08",85990.0,,8.0,8.0,Chilonzor
"ПРОДАЕТСЯ КВАРТИРА в ЖК Imperial Club City!2х комн,46м2   сну",100 000 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:08",100000.0,,46.0,46.0,Yunusobod
"Юнусабад9, 2/3/4 Корпоративный планировка не торец 62м2",74 900 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:07",74900.0,,62.0,62.0,Yunusobod
"Продажа 1/5/8 на массиве ТТЗ, Гранд полацо, новостройка, 27кв.м,
Без р",35 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:07",35000.0,,27.0,27.0,Mirzo-Ulug‘bek
Чилонзор 1 кв 2/2/4,86 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:07",86500.0,,1.0,1.0,Chilonzor
Продается 2-х комн квартира 51 м2 ЖК Альберо. Паркентский (ИТ),78 500 у.е.,"Toshkent, Yashnobod tumani - Bugunda 06:06",78500.0,,51.0,51.0,Yashnobod
"Продажа 3 комнатной 82кв² вЖК BeshChinor,Махтумкули,IT Park,Ташсельмаш",94 500 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:06",94500.0,,82.0,82.0,Yashnobod
"3/3/4 Балкон 2х6 Буюк Ипак Йули 
Площадь: 66 м2
Состояние: Ремонт

Бую",110 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:06",110000.0,,66.0,66.0,Mirzo-Ulug‘bek
"3/2/8 88м2 Паркентский Vita Stroy, ремонт мебель техника",125 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:06",125000.0,,88.0,88.0,Mirzo-Ulug‘bek
‘Чиланзар 1кв 2/3/4‼️Кирпичный 2х4 балкон Продается,77 500 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - Bugunda 06:06",77500.0,,1.0,1.0,Chilonzor
2в3/1/4 54 м² Ташсельмаш ор-р Капиталбанк \ Шохона рест.,73 490 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - 04/02/2026",73490.0,,54.0,54.0,Yashnobod
Срочно продаётся 54 кв в НОВОСПОЙКЕ с кадастром квартира коробка,47 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:05",47000.0,,54.0,54.0,Yashnobod
"ПРОДАЕТСЯ 3/3/5 Квартира Ор-р: парк Фуркат, ЖК Greenwich",110 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:05",110000.0,,5.0,5.0,Mirobod
Абай корзинка 2-ком 2-Этаж 56м² кирпич Евроремонт меб+техника,103 000 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:05",103000.0,,56.0,56.0,Shayxontohur
"Premium ЖК Infinity | Саид Барака | 80 м²|потолки 4,6м",205 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:04",205000.0,,80.0,80.0,Yashnobod
Сергели. 3/4/9 70 м². Курувчилар дахаси продаётся квартира,75 000 у.е.,"Toshkent, Sirg‘ali tumani - Bugunda 06:04",75000.0,,70.0,70.0,Boshqa
"ПРОДАЕТСЯ 3/3/4 Квартира Ор-р: Чиланзар 11, Напротив Корзинка Кохинур",96 000 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:03",96000.0,,4.0,4.0,Chilonzor
Гунча Продаётса 2/1/5 Алока 56кв.м срочна,67 000 у.е.Kelishilgan,"Toshkent, Shayxontohur tumani - Bugunda 06:03",67000.0,,56.0,56.0,Shayxontohur
"Московские высотки, Дархан , Хамид Алимджана 4 ком, 190м2 D7036",190 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:02",190000.0,,190.0,190.0,Mirzo-Ulug‘bek
"3/3/5 Массив Феруза 67м2
Ориентир Эко базар 
Кирпич 
Балкон 2х6
Цена:",90 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:02",90000.0,,67.0,67.0,Mirzo-Ulug‘bek
Мансарда!! Своя Квартира 115кв Срочно!!! Небольшой ТОРГ,80 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:01",80000.0,,115.0,115.0,Yashnobod
Ипотека 2 комнатная 62м² Балкон 2-6 Кушбеги Башлык Корзинка,73 200 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:01",73200.0,,62.0,62.0,Yakkasaroy
Срочно 2/2/4. 60м2. 2х6 балкон Улучшенная планировка квартиры,71 500 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:01",71500.0,,60.0,60.0,Shayxontohur
"Новостройка в центре 2/10/14. 55м2. Срочно, улица Бабура",112 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:00",112000.0,,55.0,55.0,Yakkasaroy
"ПРОДАЕТСЯ 3/8/9 Квартира Ор-р: Себзар, метро Гафур Гуляма",84 000 у.е.Kelishilgan,"Toshkent, Olmazor tumani - Bugunda 06:00",84000.0,,9.0,9.0,Olmazor
"Продажа 2 комнатной 52кв² вЖК Parkent Avenue,Паркентская,Мост Тапоич",95 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 05:59",95000.0,,52.0,52.0,Mirzo-Ulug‘bek
"×Чиланзар 24, 4/1/5 ‼️РАЗДЕЛКА, 95м²‼️ Продаётся квартира",117 000 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - Bugunda 05:59",117000.0,,95.0,95.0,Chilonzor
Чиланзвр-15 квартал 1*2/4/4,45 500 у.е.,"Toshkent, Uchtepa tumani - Bugunda 05:59",45500.0,,15.0,15.0,Uchtepa
Продается 4 комн квартира 110м2 в ЖК Parkent Avenue (ИТ),122 500 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 05:58",122500.0,,110.0,110.0,Mirzo-Ulug‘bek
"Продается 2х ком квартира, ЖК Oz Mahal, ор-р: Новомосковская, 37м²",109 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 05:58",109000.0,,37.0,37.0,Mirzo-Ulug‘bek
"ПРОДАЕТСЯ 3в4/3/4 Квартира Ор-р: Чиланзар 19, Айген перекресток",86 000 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - Bugunda 05:57",86000.0,,4.0,4.0,Chilonzor
Ялангач Новостройка  Жил.Комп.  2/1/6  площадь - 55 м2.,1 300 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 05:57",1300.0,,55.0,55.0,Mirzo-Ulug‘bek
Юнусабад-4 Сезам 2/4/4 54м² балкон 2х6,57 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 05:57",57000.0,,54.0,54.0,Yunusobod
-Высокопотолочка‼️1 квартал 2/3/4 Кирпич,71 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 05:57",71500.0,,1.0,1.0,Chilonzor
Yunus Obod ro’parasida TURKISTAN 16 etaj 58kv,61 000 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - 05/02/2026",61000.0,,58.0,58.0,Yunusobod
Метро Дустлик новостройка 1/4/5  29 кв (Жахонгир 106243),47 000 у.е.,"Toshkent, Yashnobod tumani - Bugunda 05:56",47000.0,,29.0,29.0,Yashnobod
ГАБУС 9 комнат метро Ойбек Les Ailes 566м2 с ремонтом,1 000 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 05:56",1000000.0,,566.0,566.0,Mirobod
Срочно! 4-комнатная /3/11 квартира на Б.И.Й (Элбек) 110130,184 900 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 05:56",184900.0,,11.0,11.0,Mirzo-Ulug‘bek
ЖК Акай Сити 3/3/21 95м2 плюс терраса,232 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 05:56",232000.0,,95.0,95.0,Mirzo-Ulug‘bek
Чиланзар 3 квартал 2в3/9/10 Новостройка Евро,119 999 у.е.,"Toshkent, Chilonzor tumani - Bugunda 05:56",119999.0,,3.0,3.0,Chilonzor
NRG Meros Новостройка коробка 52 м²,88 500 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 05:13",88500.0,,52.0,52.0,Mirobod
"СРОЧНО Продается своя квартира 120м2 ( Алайский ,Ц4 )",150 000 у.е.,"Toshkent, Yakkasaroy tumani - 05/02/2026",150000.0,,120.0,120.0,Yakkasaroy
Спутник 8. Дом 32 квартира 6.  1 ком квартиру с ремонтом . 2/2 акфа.,28 800 у.е.,"Toshkent, Sirg‘ali tumani - Bugunda 05:55",28800.0,,32.0,32.0,Boshqa
Ozmakon 3/11/16 новый ремонт 64м2 Узбум кадастр есть,135 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 05:55",135000.0,,64.0,64.0,Mirobod
ЖК КИПАРИС 3/2/9 коробка 106м2 Ц4 ор Шедевр,165 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 05:55",165000.0,,106.0,106.0,Yunusobod
! Разделка 2ком‼️Меб+Тех 6кв Чиланзара,69 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 05:55",69500.0,,6.0,6.0,Chilonzor
"ПРОДАЕТСЯ КВАРТИРА!3х комн,100м2|ЖК Gardens сну",515 000 у.е.Kelishilgan,"Toshkent, Shayxontohur tumani - Bugunda 05:55",515000.0,,100.0,100.0,Shayxontohur
ЖК New Life 4/2/10 Махтумкули новый ремонт 112м2,225 000 у.е.,"Toshkent, Yashnobod tumani - Bugunda 05:55",225000.0,,112.0,112.0,Yashnobod
ЖК БАРОККО 2/7/10 новый ремонт 83м2 метро Минор,165 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 05:54",165000.0,,83.0,83.0,Yunusobod
ул Нукус ор быв Гламур 2/3/9 Евролюкс новая квартира 60м2,127 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 05:54",127000.0,,60.0,60.0,Mirobod
ЖК Грин Парк 4 комнаты Махтумкули улица 86м2,145 000 у.е.,"Toshkent, Yashnobod tumani - Bugunda 05:54",145000.0,,86.0,86.0,Yashnobod
Чилонзор 4 кв 2/3/5,35 500 у.е.Kelishilgan,"Toshkent, Shayxontohur tumani - Bugunda 05:53",35500.0,,4.0,4.0,Shayxontohur
| Метро М. Улугбек ‼️ 1/3/4 Балкон 1/3 4кв Чиланзара,46 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 05:53",46500.0,,4.0,4.0,Chilonzor
